EmployeeID,Wage,HiredOn,Branch#,Current status,Position,Role,AvgWorkingHours/Week,ApplicantID,ExitDate,EndDate,TenureDays,TenureMonths,AvgPerfScore,Churned,YearOfBirth,HighestEducationLevel,YearsOfRelevantExperience,PastRelevantExperience,AgeAtHire,FirstPromoDate,EverPromoted,MonthsToPromotion
5137,Minimum,2025-02-02,2,Working,full-time,Manager,46.5,101506,,2026-03-14,405,13.304862023653088,72.88,0,2008,High School,1,True,17,,0,
5264,Minimum,2025-03-09,2,Working,full-time,Manager,52.5,102822,,2026-03-14,370,12.155059132720105,80.26,0,2007,High School,2,True,18,2025-06-06,1,2.923784494086728
5118,Competitive,2025-04-29,2,Working,full-time,Shift Lead,43.7,101265,,2026-03-14,319,10.4796320630749,76.46,0,2006,Bachelor,1,True,19,,0,
5747,Competitive,2025-05-15,2,Working,part-time,Shift Lead,25.1,107463,,2026-03-14,303,9.95400788436268,67.12,0,1995,High School,1,True,30,,0,
5285,Minimum,2025-05-29,2,Working,full-time,Shift Lead,45.5,103034,,2026-03-14,289,9.494086727989487,88.12,0,2005,Bachelor,4,True,20,,0,
5533,Minimum,2025-07-25,2,Working,part-time,Shift Lead,24.4,105377,,2026-03-14,232,7.621550591327201,78.84,0,1996,High School,3,True,29,,0,
6040,Competitive,2025-08-31,2,Working,full-time,Shift Lead,45.1,110260,,2026-03-14,195,6.40604467805519,66.0,0,1992,High School,6,True,33,,0,
6029,Minimum,2025-10-06,2,Working,part-time,Shift Lead,26.6,110193,,2026-03-14,159,5.223390275952694,69.73,0,1997,Associate Degree,5,True,28,,0,
5174,Minimum,2025-10-22,2,Working,full-time,Shift Lead,45.2,101889,,2026-03-14,143,4.697766097240473,66.31,0,2007,High School,1,True,18,,0,
5413,Competitive,2025-11-09,2,Working,part-time,Shift Lead,23.1,104374,,2026-03-14,125,4.106438896189225,66.49,0,1995,Associate Degree,1,True,30,,0,
5025,Minimum,2025-11-24,2,Working,full-time,Shift Lead,44.1,100231,,2026-03-14,110,3.6136662286465175,79.23,0,1997,Associate Degree,4,True,28,,0,
5197,Minimum,2025-12-13,2,Working,part-time,Shift Lead,25.8,102107,,2026-03-14,91,2.9894875164257555,86.04,0,2006,High School,3,True,19,,0,
5226,Premium,2025-12-23,2,Working,full-time,Shift Lead,45.3,102376,,2026-03-14,81,2.6609724047306176,76.36,0,2001,Bachelor,7,True,24,,0,
5946,Minimum,2021-02-03,2,Left,part-time,Shift Lead,27.6,109512,2024-01-10,2024-01-10,1071,35.183968462549274,73.51,1,1994,Associate Degree,1,True,27,2022-05-30,1,15.801576872536137
5271,Minimum,2022-04-23,2,Left,full-time,Shift Lead,41.8,102901,2024-12-01,2024-12-01,953,31.307490144546648,89.79,1,1999,High School,3,True,23,2022-09-08,1,4.533508541392904
5652,Minimum,2021-08-30,2,Left,part-time,Shift Lead,25.1,106578,2023-10-23,2023-10-23,784,25.755584756898816,74.02,1,2004,Associate Degree,5,True,17,2022-06-01,1,9.034165571616294
5397,Competitive,2023-04-15,2,Fired,full-time,Bartender,41.0,104255,2025-02-28,2025-02-28,685,22.503285151116952,87.03,1,1997,High School,2,True,26,2023-06-20,1,2.1681997371879107
5668,Minimum,2022-06-04,2,Left,full-time,Bartender,41.5,106781,2024-04-03,2024-04-03,669,21.97766097240473,89.04,1,2004,Bachelor,4,True,18,2022-06-14,1,0.328515111695138
5800,Competitive,2023-08-12,2,Left,part-time,Bartender,22.9,107974,2025-04-08,2025-04-08,605,19.87516425755585,96.83,1,1999,Bachelor,2,True,24,2024-03-23,1,7.35873850197109
6060,Minimum,2024-05-07,2,Left,full-time,Bartender,40.2,110457,2025-11-26,2025-11-26,568,18.659658344283837,83.76,1,2001,Bachelor,8,True,23,2024-06-09,1,1.0840998685939554
5094,Premium,2021-04-21,2,Left,full-time,Bartender,41.1,101090,2022-10-13,2022-10-13,540,17.73981603153745,87.41,1,1999,Bachelor,9,True,22,2021-09-15,1,4.829172141918528
5559,Minimum,2021-02-06,2,Left,part-time,Bartender,20.1,105642,2022-07-08,2022-07-08,517,16.98423127463863,82.22,1,2005,Associate Degree,4,True,16,2021-09-09,1,7.063074901445466
5636,Minimum,2021-03-17,2,Left,full-time,Bartender,39.5,106405,2022-07-30,2022-07-30,500,16.4257555847569,69.8,1,1999,High School,5,True,22,2021-12-15,1,8.968462549277266
5955,Premium,2024-05-26,2,Left,full-time,Bartender,39.5,109586,2025-09-21,2025-09-21,483,15.867279894875164,66.31,1,2001,Associate Degree,1,True,23,2024-06-25,1,0.9855453350854139
5092,Competitive,2024-08-13,2,Left,part-time,Bartender,20.6,101069,2025-11-15,2025-11-15,459,15.078843626806833,80.09,1,2006,Associate Degree,3,True,18,2025-04-11,1,7.917214191852825
5464,Minimum,2023-10-28,2,Left,full-time,Bartender,38.7,104789,2025-01-18,2025-01-18,448,14.71747700394218,88.42,1,2007,High School,2,True,16,2024-02-11,1,3.4822601839684624
5789,Competitive,2021-01-16,2,Left,full-time,Bartender,39.0,107857,2022-03-23,2022-03-23,431,14.159001314060447,68.66,1,1999,High School,6,True,22,2021-03-20,1,2.0696452036793693
5187,Competitive,2024-01-19,2,Left,part-time,Bartender,23.6,102047,2025-03-14,2025-03-14,420,13.797634691195794,74.32,1,2004,Bachelor,1,True,20,2024-06-19,1,4.993429697766097
5975,Competitive,2022-04-11,2,Left,full-time,Bartender,41.0,109855,2023-05-20,2023-05-20,404,13.272010512483574,70.6,1,1995,Associate Degree,6,True,27,,0,
5144,Minimum,2024-03-03,2,Left,full-time,Bartender,41.5,101565,2025-04-01,2025-04-01,394,12.943495400788436,78.18,1,1987,Bachelor,1,True,37,,0,
5881,Competitive,2024-08-31,2,Left,part-time,Bartender,22.5,108882,2025-09-18,2025-09-18,383,12.582128777923783,79.34,1,2000,Bachelor,1,True,24,2025-02-23,1,5.781865965834428
5516,Competitive,2024-08-28,2,Left,full-time,Bartender,40.4,105252,2025-09-06,2025-09-06,374,12.28646517739816,77.35,1,2003,Master,1,True,21,,0,
6052,Competitive,2024-08-01,2,Left,full-time,Bartender,41.5,110412,2025-07-25,2025-07-25,358,11.76084099868594,88.21,1,2002,Bachelor,2,True,22,2024-08-16,1,0.49277266754270693
5657,Competitive,2022-01-01,2,Left,part-time,Bartender,22.6,106642,2022-12-11,2022-12-11,344,11.300919842312746,85.48,1,2002,Associate Degree,2,True,20,2022-01-24,1,0.7555847568988173
5331,Competitive,2021-01-27,2,Left,full-time,Bartender,39.0,103606,2021-12-24,2021-12-24,331,10.873850197109066,82.18,1,2003,Associate Degree,2,True,18,,0,
5122,Minimum,2021-12-28,2,Left,full-time,Bartender,39.1,101311,2022-11-14,2022-11-14,321,10.545335085413928,83.87,1,2003,Associate Degree,3,True,18,2022-05-17,1,4.599211563731932
5837,Premium,2022-09-16,2,Left,part-time,Bartender,22.4,108365,2023-07-29,2023-07-29,316,10.38107752956636,79.48,1,1996,Associate Degree,3,True,26,,0,
5771,Minimum,2024-06-05,2,Left,full-time,Server,37.2,107750,2025-04-08,2025-04-08,307,10.085413929040735,94.48,1,2001,Bachelor,4,True,23,,0,
5378,Competitive,2025-01-03,2,Left,full-time,Server,37.0,104055,2025-10-27,2025-10-27,297,9.756898817345597,81.08,1,2006,High School,2,True,19,,0,
5762,Competitive,2024-09-14,2,Left,full-time,Server,36.2,107616,2025-06-30,2025-06-30,289,9.494086727989487,77.77,1,1999,Bachelor,1,True,25,,0,
5277,Minimum,2021-01-03,2,Left,full-time,Server,37.2,102943,2021-10-12,2021-10-12,282,9.264126149802891,80.21,1,2002,Bachelor,0,False,19,,0,
5892,Minimum,2022-09-26,2,Left,part-time,Server,21.0,108969,2023-06-29,2023-06-29,276,9.067017082785808,87.69,1,2000,Associate Degree,2,True,22,,0,
5254,Minimum,2022-12-31,2,Left,part-time,Server,20.3,102712,2023-09-28,2023-09-28,271,8.902759526938238,89.68,1,2002,Bachelor,2,True,20,2023-01-06,1,0.19710906701708278
5009,Minimum,2021-10-30,2,Left,part-time,Server,18.7,100074,2022-07-20,2022-07-20,263,8.639947437582128,77.51,1,2003,Bachelor,5,True,18,,0,
5686,Competitive,2023-10-16,2,Left,full-time,Server,35.4,106953,2024-06-28,2024-06-28,256,8.409986859395532,79.9,1,2000,Bachelor,5,True,23,2023-12-23,1,2.2339027595269383
5142,Premium,2024-03-10,2,Left,full-time,Server,38.8,101562,2024-11-12,2024-11-12,247,8.114323258869907,79.56,1,2005,High School,4,True,19,,0,
5653,Premium,2024-05-26,2,Left,full-time,Server,39.5,106580,2025-01-24,2025-01-24,243,7.982917214191852,75.26,1,1999,Bachelor,5,True,25,,0,
5022,Minimum,2025-01-18,2,Left,full-time,Server,38.8,100191,2025-09-12,2025-09-12,237,7.7858081471747695,91.38,1,2006,Bachelor,2,True,19,,0,
5539,Competitive,2024-06-25,2,Left,part-time,Server,21.6,105466,2025-02-14,2025-02-14,234,7.687253613666228,86.84,1,1999,Bachelor,2,True,25,,0,
5613,Competitive,2021-11-03,2,Left,part-time,Server,19.2,106181,2022-06-21,2022-06-21,230,7.555847568988173,76.68,1,2005,High School,2,True,16,,0,
6035,Premium,2021-12-30,2,Left,part-time,Server,18.2,110228,2022-08-12,2022-08-12,225,7.391590013140604,80.96,1,2003,Bachelor,5,True,18,,0,
6022,Competitive,2023-09-05,2,Left,full-time,Server,38.5,110103,2024-04-11,2024-04-11,219,7.194480946123521,79.56,1,2006,High School,3,True,17,,0,
5623,Premium,2023-10-01,2,Left,full-time,Server,38.5,106302,2024-05-04,2024-05-04,216,7.09592641261498,86.14,1,2000,Bachelor,4,True,23,,0,
5961,Minimum,2021-06-05,2,Left,full-time,Server,37.9,109662,2022-01-02,2022-01-02,211,6.931668856767411,89.03,1,1994,Bachelor,3,True,27,,0,
5863,Premium,2021-01-04,2,Left,full-time,Server,34.8,108593,2021-07-31,2021-07-31,208,6.83311432325887,66.1,1,1997,Associate Degree,5,True,24,,0,
6065,Competitive,2022-02-03,2,Left,part-time,Server,18.9,110480,2022-08-29,2022-08-29,207,6.800262812089356,78.77,1,1994,Associate Degree,4,True,28,,0,
5340,Minimum,2025-05-06,2,Fired,part-time,Server,18.9,103683,2025-11-23,2025-11-23,201,6.603153745072273,70.18,1,2004,High School,5,True,21,,0,
5941,Competitive,2023-08-10,2,Left,part-time,Server,19.4,109477,2024-02-23,2024-02-23,197,6.471747700394218,85.94,1,2002,Bachelor,3,True,21,,0,
5379,Minimum,2023-09-13,2,Left,full-time,Server,38.5,104070,2024-03-24,2024-03-24,193,6.340341655716163,89.1,1,1987,High School,3,True,36,,0,
5811,Competitive,2025-02-20,2,Left,full-time,Server,40.7,108087,2025-08-27,2025-08-27,188,6.176084099868594,88.36,1,2001,Associate Degree,2,True,24,,0,
5478,Minimum,2024-02-28,2,Fired,full-time,Server,39.1,104912,2024-08-31,2024-08-31,185,6.077529566360052,87.0,1,2002,Bachelor,2,True,22,,0,
5954,Competitive,2025-05-12,2,Left,full-time,Server,39.3,109575,2025-11-09,2025-11-09,181,5.946123521681997,85.83,1,1993,Associate Degree,2,True,32,,0,
5568,Minimum,2021-11-04,2,Left,part-time,Server,21.3,105726,2022-05-01,2022-05-01,178,5.847568988173456,81.58,1,1997,Bachelor,8,True,24,,0,
6007,Minimum,2021-03-02,2,Left,part-time,Server,21.1,110009,2021-08-24,2021-08-24,175,5.7490144546649145,93.19,1,2001,Bachelor,4,True,20,,0,
5628,Premium,2025-01-28,2,Left,part-time,Server,18.2,106328,2025-07-17,2025-07-17,170,5.5847568988173455,78.84,1,2002,Bachelor,3,True,23,,0,
5571,Premium,2022-05-02,2,Left,full-time,Server,37.8,105761,2022-10-15,2022-10-15,166,5.45335085413929,70.05,1,2006,High School,2,True,16,,0,
5121,Minimum,2022-03-04,2,Left,full-time,Server,40.9,101295,2022-08-11,2022-08-11,160,5.256241787122208,79.76,1,2000,Bachelor,4,True,22,,0,
5844,Competitive,2025-07-29,2,Left,full-time,Server,36.0,108410,2025-12-31,2025-12-31,155,5.091984231274639,73.11,1,2003,Bachelor,0,False,22,,0,
5498,Minimum,2022-11-05,2,Left,full-time,Server,37.7,105123,2023-04-06,2023-04-06,152,4.993429697766097,76.39,1,2005,Associate Degree,2,True,17,,0,
5346,Premium,2024-04-08,2,Fired,part-time,Server,19.6,103716,2024-09-04,2024-09-04,149,4.894875164257556,76.22,1,2002,Bachelor,3,True,22,,0,
5077,Competitive,2022-01-23,2,Left,part-time,Server,20.0,100913,2022-06-18,2022-06-18,146,4.7963206307490145,78.02,1,1997,Bachelor,5,True,25,,0,
5866,Minimum,2021-07-02,2,Left,part-time,Server,21.9,108675,2021-11-22,2021-11-22,143,4.697766097240473,80.66,1,1989,Bachelor,4,True,32,,0,
5499,Competitive,2023-01-21,2,Left,full-time,Server,34.5,105127,2023-06-10,2023-06-10,140,4.599211563731932,77.95,1,1999,Bachelor,0,False,24,,0,
5649,Minimum,2022-03-26,2,Left,full-time,Server,37.8,106555,2022-08-10,2022-08-10,137,4.50065703022339,74.78,1,1995,Bachelor,5,True,27,,0,
5689,Competitive,2024-11-06,2,Left,full-time,Server,39.6,106977,2025-03-21,2025-03-21,135,4.434954007884363,83.7,1,2001,Associate Degree,4,True,23,,0,
5517,Competitive,2023-11-11,2,Fired,full-time,Server,35.8,105256,2024-03-18,2024-03-18,128,4.204993429697766,89.96,1,2002,Bachelor,2,True,21,,0,
5164,Premium,2021-10-02,2,Left,part-time,Server,19.9,101772,2022-02-02,2022-02-02,123,4.040735873850197,93.85,1,1998,Bachelor,2,True,23,,0,
5890,Competitive,2025-06-07,2,Left,part-time,Server,22.2,108954,2025-10-04,2025-10-04,119,3.9093298291721417,96.7,1,1994,Bachelor,4,True,31,,0,
5310,Minimum,2021-12-23,2,Left,part-time,Server,18.1,103403,2022-04-19,2022-04-19,117,3.843626806833114,74.14,1,2000,Bachelor,6,True,21,,0,
5792,Competitive,2023-03-14,2,Left,full-time,Server,40.3,107894,2023-07-07,2023-07-07,115,3.7779237844940865,65.72,1,2004,High School,5,True,19,,0,
5781,Competitive,2023-05-04,2,Fired,full-time,Server,36.2,107829,2023-08-24,2023-08-24,112,3.679369250985545,77.18,1,2002,Associate Degree,4,True,21,,0,
5177,Competitive,2023-03-09,2,Left,full-time,Server,36.1,101953,2023-06-28,2023-06-28,111,3.6465177398160313,69.58,1,2000,Associate Degree,5,True,23,,0,
6036,Competitive,2023-03-10,2,Left,full-time,Server,37.4,110229,2023-06-26,2023-06-26,108,3.54796320630749,81.23,1,2001,High School,2,True,22,,0,
5444,Minimum,2021-06-10,2,Left,part-time,Server,19.3,104617,2021-09-24,2021-09-24,106,3.4822601839684624,71.25,1,2004,Bachelor,1,True,17,,0,
5671,Minimum,2025-02-23,2,Left,part-time,Server,20.7,106803,2025-06-07,2025-06-07,104,3.416557161629435,81.06,1,2001,High School,3,True,24,,0,
5502,Premium,2023-06-28,2,Left,part-time,Server,20.5,105140,2023-10-09,2023-10-09,103,3.383705650459921,58.26,1,1996,Associate Degree,1,True,27,,0,
5802,Premium,2023-09-25,2,Left,full-time,Server Assistant,37.0,107993,2024-01-03,2024-01-03,100,3.2851511169513796,66.6,1,1999,High School,1,True,24,,0,
5402,Competitive,2021-01-31,2,Left,full-time,Server Assistant,32.7,104270,2021-05-08,2021-05-08,97,3.1865965834428382,85.69,1,2004,High School,2,True,17,,0,
5805,Competitive,2023-08-04,2,Left,full-time,Server Assistant,33.1,108004,2023-11-07,2023-11-07,95,3.1208935611038107,87.71,1,1997,Bachelor,2,True,26,,0,
5387,Competitive,2023-11-24,2,Left,part-time,Server Assistant,18.1,104151,2024-02-25,2024-02-25,93,3.055190538764783,85.21,1,2007,High School,2,True,16,,0,
5334,Minimum,2024-08-05,2,Left,part-time,Server Assistant,21.2,103648,2024-11-03,2024-11-03,90,2.9566360052562417,93.27,1,1999,Bachelor,3,True,25,,0,
5978,Competitive,2025-07-12,2,Left,part-time,Server Assistant,21.6,109875,2025-10-07,2025-10-07,87,2.8580814717477003,76.09,1,2005,Associate Degree,2,True,20,,0,
6006,Competitive,2024-01-25,2,Fired,full-time,Server Assistant,35.8,109997,2024-04-20,2024-04-20,86,2.8252299605781865,69.84,1,2000,Bachelor,5,True,24,,0,
5898,Competitive,2024-11-30,2,Left,full-time,Server Assistant,35.3,109070,2025-02-22,2025-02-22,84,2.759526938239159,86.93,1,2004,Bachelor,2,True,20,,0,
5213,Minimum,2024-01-08,2,Left,full-time,Server Assistant,33.4,102274,2024-03-30,2024-03-30,82,2.6938239159001314,73.8,1,1998,Master,1,True,26,,0,
5790,Competitive,2025-06-28,2,Left,part-time,Server Assistant,16.2,107864,2025-09-16,2025-09-16,80,2.628120893561104,75.2,1,1997,Bachelor,5,True,28,,0,
5336,Competitive,2021-10-26,2,Left,part-time,Server Assistant,18.3,103656,2022-01-11,2022-01-11,77,2.5295663600525624,75.16,1,1998,High School,2,True,23,,0,
5570,Competitive,2023-11-12,2,Left,part-time,Server Assistant,17.4,105752,2024-01-27,2024-01-27,76,2.4967148488830486,71.01,1,2002,High School,2,True,21,,0,
5999,Minimum,2025-08-16,2,Fired,full-time,Server Assistant,33.5,109970,2025-10-29,2025-10-29,74,2.431011826544021,77.96,1,1997,Bachelor,8,True,28,,0,
5152,Competitive,2024-06-11,2,Left,full-time,Server Assistant,33.7,101656,2024-08-23,2024-08-23,73,2.3981603153745072,76.61,1,2001,Associate Degree,2,True,23,,0,
5839,Minimum,2024-06-02,2,Left,full-time,Server Assistant,35.4,108371,2024-08-11,2024-08-11,70,2.299605781865966,81.1,1,1998,Associate Degree,3,True,26,,0,
5944,Competitive,2025-01-26,2,Left,part-time,Server Assistant,18.3,109506,2025-04-03,2025-04-03,67,2.2010512483574245,84.14,1,2002,Bachelor,3,True,23,,0,
5936,Minimum,2025-07-25,2,Fired,part-time,Server Assistant,15.7,109452,2025-09-28,2025-09-28,65,2.135348226018397,67.21,1,2003,Master,5,True,22,,0,
5104,Minimum,2024-07-07,2,Left,part-time,Server Assistant,16.5,101182,2024-09-08,2024-09-08,63,2.0696452036793693,81.87,1,2003,Associate Degree,2,True,21,,0,
5430,Competitive,2021-06-02,2,Left,full-time,Server Assistant,36.0,104504,2021-08-02,2021-08-02,61,2.0039421813403417,70.9,1,2002,High School,2,True,19,,0,
5546,Competitive,2024-04-02,2,Fired,full-time,Server Assistant,33.0,105551,2024-05-30,2024-05-30,58,1.9053876478318001,76.71,1,2002,Associate Degree,2,True,22,,0,
5383,Competitive,2022-06-16,2,Left,full-time,Server Assistant,33.4,104134,2022-08-12,2022-08-12,57,1.8725361366622864,87.58,1,2001,Bachelor,3,True,21,,0,
5423,Minimum,2024-09-11,2,Left,part-time,Server Assistant,19.0,104458,2024-11-05,2024-11-05,55,1.8068331143232588,80.71,1,2004,Bachelor,3,True,20,,0,
5493,Competitive,2025-06-17,2,Fired,part-time,Server Assistant,17.3,105082,2025-08-07,2025-08-07,51,1.6754270696452036,86.28,1,2004,Bachelor,2,True,21,,0,
5728,Premium,2023-11-01,2,Left,part-time,Server Assistant,15.7,107281,2023-12-21,2023-12-21,50,1.6425755584756898,71.74,1,1991,High School,2,True,32,,0,
5824,Minimum,2024-09-12,2,Fired,full-time,Server Assistant,33.9,108176,2024-10-30,2024-10-30,48,1.5768725361366622,77.11,1,2002,High School,3,True,22,,0,
5048,Minimum,2021-03-19,2,Left,full-time,Server Assistant,34.5,100543,2021-05-05,2021-05-05,47,1.5440210249671484,78.61,1,2002,Bachelor,2,True,19,,0,
5880,Premium,2025-08-21,2,Left,full-time,Server Assistant,35.2,108849,2025-10-05,2025-10-05,45,1.4783180026281209,92.53,1,1998,Bachelor,2,True,27,,0,
5574,Competitive,2025-04-04,2,Left,part-time,Server Assistant,19.1,105782,2025-05-18,2025-05-18,44,1.445466491458607,87.71,1,2001,Bachelor,2,True,24,,0,
5055,Competitive,2025-08-27,2,Fired,part-time,Server Assistant,16.1,100667,2025-10-07,2025-10-07,41,1.3469119579500657,77.98,1,2002,Bachelor,2,True,23,,0,
5455,Minimum,2023-09-08,2,Left,part-time,Server Assistant,18.9,104696,2023-10-18,2023-10-18,40,1.314060446780552,76.89,1,2000,Associate Degree,4,True,23,,0,
5924,Minimum,2024-11-22,2,Left,full-time,Server Assistant,34.4,109376,2024-12-30,2024-12-30,38,1.2483574244415243,73.13,1,2004,Bachelor,1,True,20,,0,
5576,Minimum,2024-03-03,2,Left,full-time,Server Assistant,34.6,105799,2024-04-07,2024-04-07,35,1.149802890932983,60.46,1,1999,High School,0,False,25,,0,
5347,Competitive,2025-05-21,2,Left,full-time,Server Assistant,34.5,103718,2025-06-23,2025-06-23,33,1.0840998685939554,73.7,1,1987,Bachelor,1,True,38,,0,
5332,Minimum,2024-07-07,2,Fired,part-time,Server Assistant,16.2,103631,2024-08-08,2024-08-08,32,1.0512483574244416,75.86,1,1995,Bachelor,0,False,29,,0,
5149,Minimum,2023-02-28,2,Fired,part-time,Server Assistant,18.1,101608,2023-03-30,2023-03-30,30,0.9855453350854139,76.36,1,1998,Bachelor,1,True,25,,0,
5467,Minimum,2022-03-13,2,Left,part-time,Server Assistant,18.2,104804,2022-04-10,2022-04-10,28,0.9198423127463863,86.45,1,2004,PhD,4,True,18,,0,
5358,Minimum,2024-04-18,2,Left,full-time,Server Assistant,34.4,103789,2024-05-15,2024-05-15,27,0.8869908015768725,75.65,1,1995,High School,3,True,29,,0,
5635,Competitive,2024-10-07,2,Left,full-time,Server Assistant,34.8,106399,2024-11-01,2024-11-01,25,0.8212877792378449,89.15,1,2002,Bachelor,2,True,22,,0,
5722,Premium,2023-12-18,2,Left,full-time,Server Assistant,35.4,107235,2024-01-10,2024-01-10,23,0.7555847568988173,65.77,1,1994,High School,1,True,29,,0,
6028,Competitive,2021-03-25,2,Left,part-time,Server Assistant,15.2,110181,2021-04-15,2021-04-15,21,0.6898817345597897,81.23,1,1992,Associate Degree,4,True,29,,0,
5931,Competitive,2021-01-08,2,Left,part-time,Server Assistant,17.3,109429,2021-01-27,2021-01-27,19,0.6241787122207622,61.62,1,2000,Associate Degree,0,False,21,,0,
5735,Minimum,2021-01-02,2,Left,part-time,Server Assistant,18.6,107362,2021-01-19,2021-01-19,17,0.5584756898817346,76.41,1,2003,Associate Degree,4,True,18,,0,
5610,Premium,2025-06-21,2,Left,full-time,Server Assistant,36.0,106159,2025-07-06,2025-07-06,15,0.49277266754270693,71.8,1,2000,Master,7,True,25,,0,
5734,Minimum,2022-12-26,2,Left,full-time,Server Assistant,36.0,107357,2023-01-09,2023-01-09,14,0.45992115637319314,80.62,1,2000,PhD,5,True,22,,0,
5877,Premium,2022-10-03,2,Left,full-time,Server Assistant,35.9,108820,2022-10-15,2022-10-15,12,0.39421813403416556,93.12,1,2004,Bachelor,2,True,18,,0,
5429,Premium,2023-10-27,2,Left,part-time,Server Assistant,19.6,104498,2023-11-07,2023-11-07,11,0.36136662286465177,78.12,1,2001,Bachelor,3,True,22,,0,
5663,Minimum,2024-06-20,2,Left,part-time,Server Assistant,17.8,106722,2024-06-30,2024-06-30,10,0.328515111695138,85.38,1,2006,Associate Degree,3,True,18,,0,
5746,Competitive,2025-11-13,2,Left,part-time,Server Assistant,17.8,107452,2025-11-22,2025-11-22,9,0.2956636005256242,79.34,1,1999,Associate Degree,3,True,26,,0,
5817,Competitive,2021-09-19,2,Left,full-time,Host,31.6,108129,2021-09-27,2021-09-27,8,0.2628120893561104,78.98,1,2005,Associate Degree,2,True,16,,0,
5117,Minimum,2022-12-23,2,Left,part-time,Host,14.9,101261,2022-12-30,2022-12-30,7,0.22996057818659657,78.29,1,1998,Associate Degree,2,True,24,,0,
5016,Competitive,2021-05-30,2,Left,full-time,Host,30.7,100147,2021-06-05,2021-06-05,6,0.19710906701708278,88.54,1,1995,Bachelor,3,True,26,,0,
5497,Competitive,2022-01-17,2,Left,part-time,Host,14.4,105108,2022-01-22,2022-01-22,5,0.164257555847569,78.68,1,1990,High School,3,True,32,,0,
5860,Premium,2022-04-04,2,Left,full-time,Host,32.7,108546,2022-04-08,2022-04-08,4,0.1314060446780552,80.72,1,2004,Master,1,True,18,,0,
5893,Minimum,2025-07-26,2,Left,part-time,Host,16.0,109013,2025-07-29,2025-07-29,3,0.09855453350854139,86.23,1,1999,Bachelor,3,True,26,,0,
5431,Minimum,2021-07-24,2,Left,full-time,Host,32.9,104513,2021-07-27,2021-07-27,3,0.09855453350854139,82.82,1,1999,Bachelor,4,True,22,,0,
5611,Minimum,2023-10-29,2,Left,part-time,Host,14.4,106162,2023-10-31,2023-10-31,2,0.0657030223390276,77.66,1,1996,High School,4,True,27,,0,
5560,Minimum,2023-03-30,2,Left,full-time,Host,31.8,105653,2023-03-31,2023-03-31,1,0.0328515111695138,63.18,1,2005,High School,1,True,18,,0,
5335,Minimum,2025-05-28,2,Left,part-time,Host,14.3,103653,2025-05-29,2025-05-29,1,0.0328515111695138,63.4,1,2000,Associate Degree,0,False,25,,0,
5232,Minimum,2022-12-27,2,Fired,full-time,Host,32.6,102475,2022-12-28,2022-12-28,1,0.0328515111695138,72.93,1,2005,Bachelor,0,False,17,,0,
5076,Competitive,2024-09-22,2,Left,part-time,Host,15.5,100905,2024-09-22,2024-09-22,0,0.0,76.39,1,2006,High School,3,True,18,,0,
5390,Competitive,2025-11-26,2,Left,full-time,Host,32.5,104169,2025-11-26,2025-11-26,0,0.0,62.92,1,2004,High School,5,True,21,,0,
5815,Competitive,2021-02-21,2,Left,part-time,Host,13.2,108122,2021-02-21,2021-02-21,0,0.0,71.57,1,2000,Associate Degree,2,True,21,,0,
5362,Minimum,2023-04-11,3,Working,full-time,Manager,50.1,103830,,2026-03-14,1068,35.08541392904073,82.86,0,1998,Associate Degree,4,True,25,2024-01-09,1,8.968462549277266
5249,Minimum,2024-03-14,3,Working,full-time,Manager,51.3,102631,,2026-03-14,730,23.98160315374507,76.21,0,2000,Bachelor,5,True,24,2024-12-10,1,8.902759526938238
5237,Minimum,2024-07-07,3,Working,full-time,Manager,49.1,102523,,2026-03-14,615,20.203679369250985,69.15,0,1998,Associate Degree,1,True,26,2024-09-01,1,1.8396846254927726
5051,Competitive,2024-10-03,3,Working,full-time,Manager,50.0,100639,,2026-03-14,527,17.31274638633377,83.11,0,2003,High School,4,True,21,2024-10-18,1,0.49277266754270693
5044,Minimum,2024-12-16,3,Working,full-time,Manager,51.3,100506,,2026-03-14,453,14.88173455978975,70.78,0,1998,Associate Degree,6,True,26,,0,
6056,Premium,2025-02-13,3,Working,full-time,Manager,50.2,110441,,2026-03-14,394,12.943495400788436,70.11,0,2006,Associate Degree,0,False,19,2025-05-20,1,3.1537450722733245
5199,Premium,2025-03-23,3,Working,full-time,Manager,49.3,102120,,2026-03-14,356,11.695137976346912,79.31,0,1996,Associate Degree,4,True,29,,0,
5995,Competitive,2025-05-02,3,Working,full-time,Shift Lead,46.4,109953,,2026-03-14,316,10.38107752956636,71.66,0,2003,High School,5,True,22,,0,
5528,Minimum,2025-05-20,3,Working,part-time,Shift Lead,25.1,105338,,2026-03-14,298,9.789750328515112,68.7,0,2001,Associate Degree,0,False,24,,0,
5980,Minimum,2025-06-05,3,Working,full-time,Shift Lead,44.1,109878,,2026-03-14,282,9.264126149802891,70.9,0,2000,Associate Degree,1,True,25,,0,
5439,Competitive,2025-08-02,3,Working,part-time,Shift Lead,26.0,104573,,2026-03-14,224,7.35873850197109,66.97,0,2008,High School,1,True,17,,0,
5569,Minimum,2025-09-02,3,Working,full-time,Shift Lead,46.4,105734,,2026-03-14,193,6.340341655716163,78.44,0,2002,Bachelor,6,True,23,,0,
