EmployeeID,FlagReason,PerformanceTier,Role,Position,Branch#,BranchName,BranchAvgStars,Wage,AvgWorkingHours/Week,HiredOn,TenureMonths,PromotionStatus,MonthsToPromotion,Current status,Churned,AvgPerfScore,AgeAtHire,HighestEducationLevel,YearsOfRelevantExperience,PastRelevantExperience,hat_M1,cooks_M1,dfbeta_perf_M1
5130,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,5,Richmond,3.71,Competitive,38.2,2024-04-28,13.2,Promoted,1.2,Left,1,86.38,26,High School,2,True,0.0,0.2183,-0.2894
5652,High Cook's D | DFBETA PerfScore,Other,Shift Lead,part-time,2,SFU,4.03,Minimum,25.1,2021-08-30,25.8,Promoted,9.0,Left,1,74.02,17,Associate Degree,5,True,0.0,0.2183,-0.2894
5631,High Cook's D | DFBETA PerfScore,High Performer,Shift Lead,part-time,3,Downtown,3.91,Minimum,26.7,2023-09-03,25.6,Promoted,0.5,Left,1,93.63,22,Bachelor,3,True,0.0,0.2183,-0.2894
5930,High Cook's D | DFBETA PerfScore,High Performer,Shift Lead,part-time,3,Downtown,3.91,Competitive,26.5,2022-10-17,34.8,Promoted,2.2,Left,1,93.49,21,Bachelor,2,True,0.0,0.2183,-0.2894
5686,High Cook's D | DFBETA PerfScore,Other,Server,full-time,2,SFU,4.03,Competitive,35.4,2023-10-16,8.4,Promoted,2.2,Left,1,79.9,23,Bachelor,5,True,0.0,0.2183,-0.2894
5254,High Cook's D | DFBETA PerfScore,High Performer,Server,part-time,2,SFU,4.03,Minimum,20.3,2022-12-31,8.9,Promoted,0.2,Left,1,89.68,20,Bachelor,2,True,0.0,0.2183,-0.2894
5657,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,2,SFU,4.03,Competitive,22.6,2022-01-01,11.3,Promoted,0.8,Left,1,85.48,20,Associate Degree,2,True,0.0,0.2183,-0.2894
5881,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,2,SFU,4.03,Competitive,22.5,2024-08-31,12.6,Promoted,5.8,Left,1,79.34,24,Bachelor,1,True,0.0,0.2183,-0.2894
5187,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,2,SFU,4.03,Competitive,23.6,2024-01-19,13.8,Promoted,5.0,Left,1,74.32,20,Bachelor,1,True,0.0,0.2183,-0.2894
5464,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,2,SFU,4.03,Minimum,38.7,2023-10-28,14.7,Promoted,3.5,Left,1,88.42,16,High School,2,True,0.0001,0.2183,-0.2894
5092,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,2,SFU,4.03,Competitive,20.6,2024-08-13,15.1,Promoted,7.9,Left,1,80.09,18,Associate Degree,3,True,0.0,0.2183,-0.2894
5559,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,2,SFU,4.03,Minimum,20.1,2021-02-06,17.0,Promoted,7.1,Left,1,82.22,16,Associate Degree,4,True,0.0,0.2183,-0.2894
5800,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,2,SFU,4.03,Competitive,22.9,2023-08-12,19.9,Promoted,7.4,Left,1,96.83,24,Bachelor,2,True,0.0,0.2183,-0.2894
5946,High Cook's D | DFBETA PerfScore,Other,Shift Lead,part-time,2,SFU,4.03,Minimum,27.6,2021-02-03,35.2,Promoted,15.8,Left,1,73.51,27,Associate Degree,1,True,0.0,0.2183,-0.2894
5043,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,3,Downtown,3.91,Minimum,23.2,2022-09-02,19.8,Promoted,8.5,Left,1,91.64,18,Bachelor,2,True,0.0,0.2183,-0.2894
5264,High Cook's D | DFBETA PerfScore,Other,Manager,full-time,2,SFU,4.03,Minimum,52.5,2025-03-09,12.2,Promoted,2.9,Working,0,80.26,18,High School,2,True,0.0002,0.2183,-0.2894
5902,High Cook's D | DFBETA PerfScore,Other,Server,full-time,1,UBC,3.98,Competitive,36.2,2023-01-14,8.0,Promoted,0.2,Left,1,77.68,21,Bachelor,1,True,0.0,0.2183,-0.2894
5841,High Cook's D | DFBETA PerfScore,Other,Server,full-time,1,UBC,3.98,Competitive,35.4,2024-03-06,8.2,Promoted,0.5,Left,1,83.79,25,Master,2,True,0.0,0.2183,-0.2894
5151,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,1,UBC,3.98,Competitive,39.7,2022-02-11,10.6,Promoted,3.3,Left,1,95.6,19,Bachelor,3,True,0.0,0.2183,-0.2894
5420,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,1,UBC,3.98,Minimum,22.7,2021-04-05,15.1,Promoted,3.4,Left,1,83.94,28,Bachelor,8,True,0.0,0.2183,-0.2894
5598,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,1,UBC,3.98,Premium,20.6,2022-10-30,17.0,Promoted,4.9,Fired,1,93.01,32,Bachelor,3,True,0.0,0.2183,-0.2894
5071,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,1,UBC,3.98,Competitive,20.7,2022-02-16,20.1,Promoted,5.7,Left,1,93.36,16,Bachelor,3,True,0.0,0.2183,-0.2894
5607,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,1,UBC,3.98,Competitive,36.5,2023-08-30,22.0,Promoted,10.9,Left,1,90.04,20,High School,4,True,0.0,0.2183,-0.2894
5991,High Cook's D | DFBETA PerfScore,High Performer,Shift Lead,part-time,1,UBC,3.98,Minimum,28.2,2021-07-28,26.1,Promoted,14.4,Left,1,88.24,29,Bachelor,3,True,0.0,0.2183,-0.2894
5203,High Cook's D | DFBETA PerfScore,High Performer,Shift Lead,part-time,1,UBC,3.98,Minimum,24.3,2021-08-09,35.6,Promoted,11.4,Left,1,94.64,20,Bachelor,2,True,0.0,0.2183,-0.2894
5557,High Cook's D | DFBETA PerfScore,Other,Manager,full-time,1,UBC,3.98,Competitive,52.0,2024-09-04,18.3,Promoted,4.7,Working,0,71.92,19,Associate Degree,0,False,0.0,0.2183,-0.2894
5833,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,3,Downtown,3.91,Competitive,39.0,2023-04-20,22.4,Promoted,4.9,Left,1,88.51,18,High School,2,True,0.0002,0.2183,-0.2894
6026,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,3,Downtown,3.91,Competitive,40.3,2022-05-09,18.5,Promoted,7.2,Left,1,90.97,30,Bachelor,2,True,0.0001,0.2183,-0.2894
5984,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,5,Richmond,3.71,Competitive,22.6,2022-08-26,16.8,Promoted,1.9,Fired,1,74.27,20,High School,5,True,0.0,0.2183,-0.2894
5928,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,4,Main Street,3.79,Minimum,40.1,2021-12-26,14.5,Promoted,2.5,Left,1,95.45,17,Bachelor,4,True,0.0,0.2183,-0.2894
5479,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,5,Richmond,3.71,Premium,23.9,2021-02-14,19.3,Promoted,3.6,Fired,1,84.93,17,Associate Degree,3,True,0.0,0.2183,-0.2894
5624,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,5,Richmond,3.71,Premium,38.4,2021-11-23,22.2,Promoted,11.6,Left,1,89.09,18,Master,2,True,0.0,0.2183,-0.2894
5090,High Cook's D | DFBETA PerfScore,Other,Shift Lead,part-time,5,Richmond,3.71,Competitive,22.4,2022-01-10,23.2,Promoted,1.0,Left,1,68.13,30,Associate Degree,5,True,0.0,0.2183,-0.2894
6045,High Cook's D | DFBETA PerfScore,Other,Shift Lead,part-time,5,Richmond,3.71,Premium,25.4,2022-12-08,34.5,Promoted,7.2,Left,1,82.4,25,Bachelor,9,True,0.0,0.2183,-0.2894
5551,High Cook's D | DFBETA PerfScore,Other,Manager,full-time,5,Richmond,3.71,Minimum,51.2,2023-11-20,27.8,Promoted,13.2,Working,0,68.15,19,High School,1,True,0.0,0.2183,-0.2894
6012,High Cook's D | DFBETA PerfScore,Other,Server,part-time,4,Main Street,3.79,Competitive,21.4,2024-09-05,7.7,Promoted,1.6,Left,1,85.1,23,Bachelor,2,True,0.0,0.2183,-0.2894
5966,High Cook's D | DFBETA PerfScore,High Performer,Server,full-time,4,Main Street,3.79,Competitive,37.3,2023-04-02,8.1,Promoted,1.0,Left,1,95.32,22,Bachelor,2,True,0.0,0.2183,-0.2894
5233,High Cook's D | DFBETA PerfScore,Other,Server,part-time,4,Main Street,3.79,Minimum,21.8,2021-08-31,8.6,Promoted,1.4,Fired,1,81.5,23,High School,4,True,0.0,0.2183,-0.2894
5911,High Cook's D | DFBETA PerfScore,High Performer,Server,full-time,4,Main Street,3.79,Competitive,37.2,2024-05-12,9.8,Promoted,1.2,Left,1,90.08,17,High School,2,True,0.0,0.2183,-0.2894
6058,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,4,Main Street,3.79,Competitive,23.5,2024-02-02,12.5,Promoted,0.8,Left,1,97.93,21,Bachelor,2,True,0.0,0.2183,-0.2894
5639,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,4,Main Street,3.79,Minimum,21.8,2022-09-18,13.6,Promoted,5.0,Left,1,69.31,19,High School,0,False,0.0,0.2183,-0.2894
5842,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,4,Main Street,3.79,Minimum,20.4,2023-03-01,14.9,Promoted,0.9,Left,1,89.45,16,High School,2,True,0.0,0.2183,-0.2894
5308,High Cook's D | DFBETA PerfScore,Other,Bartender,part-time,3,Downtown,3.91,Competitive,22.3,2021-06-05,16.9,Promoted,2.9,Left,1,77.59,28,Bachelor,0,False,0.0,0.2183,-0.2894
5133,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,4,Main Street,3.79,Premium,22.1,2022-01-06,16.8,Promoted,5.4,Fired,1,95.45,18,Bachelor,3,True,0.0,0.2183,-0.2894
5794,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,4,Main Street,3.79,Competitive,39.8,2024-03-12,17.5,Promoted,0.5,Left,1,96.7,20,Master,4,True,0.0,0.2183,-0.2894
5114,High Cook's D | DFBETA PerfScore,Other,Shift Lead,part-time,4,Main Street,3.79,Minimum,25.3,2022-01-06,24.6,Promoted,1.5,Fired,1,74.37,26,High School,5,True,0.0,0.2183,-0.2894
5756,High Cook's D | DFBETA PerfScore,Other,Shift Lead,part-time,4,Main Street,3.79,Competitive,25.0,2021-08-29,34.7,Promoted,6.2,Left,1,81.06,17,High School,2,True,0.0,0.2183,-0.2894
5914,High Cook's D | DFBETA PerfScore,Other,Server,full-time,3,Downtown,3.91,Competitive,37.7,2025-02-19,7.2,Promoted,1.0,Left,1,80.24,28,Bachelor,6,True,0.0,0.2183,-0.2894
5952,High Cook's D | DFBETA PerfScore,Other,Server,full-time,3,Downtown,3.91,Competitive,37.3,2023-04-20,7.8,Promoted,0.0,Left,1,82.08,17,Associate Degree,2,True,0.0001,0.2183,-0.2894
5847,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,3,Downtown,3.91,Competitive,38.6,2021-09-22,10.5,Promoted,1.0,Left,1,95.22,18,Bachelor,2,True,0.0,0.2183,-0.2894
5985,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,3,Downtown,3.91,Minimum,40.5,2024-06-05,10.8,Promoted,0.3,Left,1,89.69,27,Associate Degree,2,True,0.0002,0.2183,-0.2894
5882,High Cook's D | DFBETA PerfScore,High Performer,Bartender,part-time,3,Downtown,3.91,Competitive,24.3,2023-11-03,15.1,Promoted,8.8,Left,1,88.99,18,Associate Degree,4,True,0.0,0.2183,-0.2894
5496,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,3,Downtown,3.91,Competitive,39.3,2023-02-22,15.7,Promoted,6.0,Fired,1,95.31,21,Bachelor,3,True,0.0,0.2183,-0.2894
5225,High Cook's D | DFBETA PerfScore,High Performer,Bartender,full-time,3,Downtown,3.91,Competitive,39.8,2023-11-21,16.4,Promoted,3.7,Left,1,95.52,21,Bachelor,3,True,0.0,0.2183,-0.2894
6005,High Cook's D | DFBETA PerfScore,High Performer,Server,full-time,7,Metrotown,3.8,Competitive,37.8,2021-02-11,7.6,Promoted,1.0,Left,1,90.7,20,PhD,2,True,0.0,0.2183,-0.2894
